186533,1,2.3034,0.6559,0.9799,1.5772,2.0535,1.0424,2.2370,0.9721,2.0301,1.6826,0.6481,0.6324,0.6285,0.6246,0.6207,0.6637,0.6559,0.6246,0.6598,0.6481,0.6324,0.6403,0.6442,0.6598,0.8394,1.4640,1.5343,1.7568,1.4913,0.7183,0.9252
188340,1,2.2526,0.6481,1.0463,2.1862,1.9559,1.4367,2.3697,1.6904,1.9559,1.7802,1.8700,2.5766,0.6207,0.6285,0.6324,0.6520,0.6246,0.6442,0.6715,0.9916,1.1283,0.9994,0.9096,1.0307,1.9130,1.0619,1.7568,1.0268,1.0268,2.1667,1.3820
190125,1,2.2175,0.6403,1.4054,2.3229,1.3898,1.7646,2.0925,0.9487,2.4049,1.1361,0.6285,0.6364,0.6207,0.6246,0.6364,0.6481,0.6285,0.6598,1.0268,1.3859,1.4562,1.6904,1.3625,1.0033,1.3352,1.9910,0.7418,2.0886,0.7808,2.2019,1.3313
252480,2,2.3112,0.6442,0.6754,0.6637,0.6285,0.6285,0.6520,0.6520,0.6481,0.6246,0.6324,2.2916,2.6586,1.2102,1.6006,1.7646,2.1043,1.1087,2.1667,0.6793,0.7027,0.6793,0.6910,0.6598,0.6715,0.6324,0.7691,0.6598,0.6520,0.6442,0.6598
254265,2,2.2682,0.6520,0.6442,0.6676,0.6598,0.6520,0.6246,0.6246,0.6676,0.6520,0.6364,2.5688,2.4439,2.3736,1.3547,1.8349,1.5733,1.4796,1.6826,1.0346,0.6715,0.6364,0.6637,0.6285,0.6715,0.6364,0.7730,0.9994,0.6246,0.6637,0.6403
256053,2,2.2214,0.6207,0.6559,0.6637,0.6520,0.6285,0.6403,0.6676,0.6207,0.6285,0.6285,1.5108,2.1043,2.0691,1.8895,2.2799,2.3307,1.0111,0.7340,0.8784,0.6637,1.0892,0.6793,0.9799,0.6637,0.6403,0.6442,0.6715,0.6520,0.6871,0.6754
313406,1,2.3073,0.6520,1.6865,2.1316,2.2916,2.0769,1.8349,1.4913,1.1009,1.8973,0.7340,0.6715,0.6598,0.6559,0.6207,0.6285,0.6520,0.6754,0.6793,0.6598,0.6949,1.5928,0.6949,1.7373,0.7847,1.7139,1.7763,0.9760,1.1556,1.7021,1.8193
315193,1,2.2682,0.7574,0.7535,1.4523,2.1160,2.3971,2.2877,2.1433,1.8232,1.0775,1.3937,0.6207,0.6285,0.6168,0.6442,0.6598,0.6246,0.6324,0.6324,1.0268,1.2220,0.6715,1.4796,0.8003,1.7997,0.9604,1.3937,2.0808,1.7919,1.2610,0.8433
316979,1,2.2253,0.6637,1.4679,1.8232,1.4054,1.2141,1.2688,1.4796,1.7490,2.3541,0.6481,0.6520,0.6129,0.6403,0.6285,0.6598,0.6364,0.7222,0.9448,1.2063,0.6949,0.7457,1.7997,0.8042,1.5733,1.5421,0.8511,1.5616,2.0730,1.7685,1.2844
374332,2,2.3112,0.6520,0.6285,0.6324,0.6246,0.6246,0.6207,0.6364,0.6246,0.6246,0.6364,1.9715,2.5142,2.2838,2.0964,2.2956,1.5343,1.0697,1.4172,0.9135,0.6442,0.6676,0.6715,0.6559,0.6364,0.6559,0.6285,0.6715,0.9994,0.6715,0.6520
376121,2,2.2682,0.6559,0.6754,0.6324,0.6324,0.6246,0.6324,0.6598,0.6676,0.6598,0.6324,2.8343,1.1751,1.5226,1.9130,1.8739,1.6943,1.3117,0.9018,0.9057,0.6442,0.6324,0.6676,0.6754,0.6676,0.6324,0.6637,0.9331,0.6754,0.8120,0.6793
377906,2,2.2292,0.6285,0.6754,0.6481,0.6364,0.6481,0.6520,0.6520,0.6481,0.6481,0.6559,1.4211,0.9877,1.5030,1.8232,1.7958,1.7958,1.4679,1.3859,0.6520,0.6559,0.6637,0.6637,0.6598,0.6988,0.6285,0.6715,0.6871,0.6481,0.6637,0.6285
430261,1,2.3034,0.6403,0.9057,1.5616,2.0340,2.2643,2.1745,1.2688,2.2916,2.2956,2.0574,0.6129,0.6715,0.6207,0.6246,0.6324,0.6324,0.6324,0.6598,0.6403,1.1907,0.8472,0.6988,0.9135,1.6670,1.6124,1.8310,1.6865,1.5304,0.9955,0.8394
432047,1,2.2604,0.6715,0.7613,1.4991,2.0106,2.2643,2.1980,1.2376,2.3073,2.3229,2.0496,0.6793,0.6637,0.6246,0.6324,0.6364,0.6324,0.6324,0.7183,0.6559,1.4640,0.6949,0.7418,1.5694,1.8973,1.8739,1.8895,1.9949,2.1316,1.9559,1.3352
433836,1,2.2175,0.6559,0.9292,1.9754,2.2409,2.2956,1.5108,1.1165,2.3541,2.3307,2.8694,0.6481,0.6871,0.6285,0.6168,0.6246,0.6246,0.7769,0.6715,0.6442,0.8667,1.1751,0.6637,0.9682,1.7607,1.5772,1.7217,1.7412,1.5304,1.2298,0.9721
491188,2,2.3073,0.6715,0.6324,0.6324,0.6715,0.6754,0.6403,0.6207,0.6403,0.6637,0.6442,1.4250,0.7808,1.5850,2.3229,2.4400,1.1204,0.8276,0.6871,0.6520,0.6403,0.6442,0.6324,0.6285,0.6324,0.6207,0.6324,0.6364,0.6559,0.6520,0.6442
492976,2,2.2682,0.6403,0.6442,0.6442,0.6598,0.6559,0.6442,0.6442,0.6637,0.6520,0.6246,2.1862,2.8304,1.7568,1.1790,1.7685,2.2409,1.0853,0.6403,0.6403,0.8823,0.7769,0.6754,0.9448,0.6754,0.6520,0.6520,0.6559,0.9331,0.6364,0.6598
494759,2,2.2292,0.6520,0.6559,0.6715,0.6285,0.6520,0.6715,0.6285,0.6324,0.6715,0.6403,2.3073,2.0652,1.5967,2.1394,1.6475,1.1907,2.1277,1.4874,0.6637,0.6598,0.6676,0.6559,0.6285,0.6285,0.6285,0.6364,0.6676,0.6754,0.6754,0.7105
552112,1,2.3073,0.6754,1.1204,1.9637,1.9208,1.3235,2.3385,1.1009,2.1316,1.9754,2.9709,0.6324,0.6285,0.6442,0.6403,0.6246,0.6364,0.6481,0.8589,0.6403,0.6637,0.7144,1.0931,1.2180,0.7964,0.7847,1.2727,1.9286,1.5265,1.0502,1.9754
553901,1,2.2682,0.6364,1.6475,1.8036,1.3469,2.3229,1.2024,2.1628,1.4250,1.1087,0.6637,0.6364,0.6324,0.6246,0.6246,0.6442,0.6754,0.6364,0.6715,0.8589,0.6442,0.6559,0.6676,0.6832,0.7691,1.2063,1.8076,1.6514,1.1829,1.3898,1.7997
555686,1,2.2253,0.6754,0.9838,1.8115,1.9832,1.1361,2.2643,1.0853,1.2649,1.1244,1.8349,0.6364,0.6168,0.6285,0.6246,0.6520,0.6285,0.6715,0.6364,0.6481,0.6793,1.1946,1.4367,1.3625,1.4679,0.9018,0.8198,1.5343,2.0808,1.1165,1.3196
608041,2,2.3034,0.6793,0.7652,0.6637,0.6364,0.6481,0.6559,0.6403,0.6481,0.6598,0.6403,0.6442,1.0697,1.6553,1.4952,2.5532,1.4015,1.7490,1.7334,0.6754,0.6481,0.6324,0.6442,0.6481,0.6481,0.6637,0.7340,0.6676,0.8667,0.6481,0.7105
609825,2,2.2604,0.6364,0.6754,0.6442,0.6364,0.6754,0.6403,0.6442,0.6754,0.6285,1.2610,1.5616,0.6715,1.9988,1.5772,1.5460,2.4790,1.9559,0.9526,0.6403,0.6285,0.6559,0.6754,0.6520,0.6246,1.0424,0.6988,0.6481,0.6559,0.6637,0.6637
611614,2,2.2175,0.6324,0.6442,0.6246,0.6481,0.6559,0.6285,0.6403,0.6442,0.6754,0.6324,1.9520,1.9754,1.6631,1.8349,2.1472,1.3274,1.0619,0.6637,0.6715,0.6324,0.6598,0.6793,0.6676,0.6598,0.6520,0.6364,0.6324,0.6637,0.6676,0.6481
668967,1,2.3073,0.7418,1.8739,1.2220,2.1004,1.2571,2.3346,1.4445,1.7373,2.1784,0.7105,0.6246,0.6324,0.6364,0.6207,0.6754,0.6324,0.6754,0.7144,0.6403,0.6442,0.7066,1.2141,1.6709,0.8901,0.8316,1.2844,1.5928,0.7652,2.0028,1.0268
670756,1,2.2643,0.6324,1.3820,2.1472,1.6709,1.5421,2.1004,1.2805,1.9715,1.0736,0.6324,1.9793,0.6285,0.6324,0.9643,0.6520,0.6285,0.6559,0.6637,0.8940,1.0033,1.2220,1.5343,1.4679,1.0111,1.0697,1.0307,1.9754,1.0736,1.6943,1.2766
672542,1,2.2292,0.6520,1.8466,1.6670,1.7880,1.9208,1.2298,2.2838,1.1751,2.2370,1.5304,0.9252,0.6168,0.6207,0.6637,0.6403,0.6246,0.6481,0.6637,1.0033,0.9877,1.1048,1.4523,1.5577,1.0346,0.9174,1.7880,1.4484,1.2337,1.8310,0.8823
724894,2,2.3034,0.6637,0.6754,0.6520,0.6246,0.6598,0.6442,0.6481,0.6285,0.6364,0.6754,0.8550,2.6899,2.6625,1.7763,1.1283,2.5844,1.3391,0.6832,0.6637,0.6715,0.6324,0.6598,0.6520,0.6715,0.6559,0.6520,0.7105,0.6598,0.6442,0.6324
726683,2,2.2565,0.6442,0.6559,0.6324,0.6285,0.6754,0.6403,0.6285,0.6520,0.6715,0.6598,1.8036,1.8895,1.9832,2.8148,2.0418,1.2337,1.9832,1.1673,0.6520,0.7808,0.6442,0.6754,0.6793,0.6403,0.6520,0.6520,0.6324,0.6364,0.7261,0.6481
728469,2,2.2175,0.6090,0.6520,0.6285,0.6324,0.6715,0.6403,0.6246,0.6403,0.6520,0.6676,1.9793,2.2253,2.0574,1.4093,1.1204,2.2604,1.3937,0.6442,0.7418,0.6754,0.6285,0.6637,0.6715,0.6285,0.6754,0.6715,0.6285,0.6754,0.6715,0.6246
785824,1,2.3034,0.6324,1.1087,1.9559,2.0184,1.1009,1.7607,2.1706,1.1829,2.3775,2.0886,0.6324,0.6481,0.6676,0.6324,0.6520,0.6364,0.6637,0.6559,0.6949,1.1009,1.1556,0.7183,0.6754,1.2063,1.6006,0.7613,1.6904,1.1517,1.2024,1.8466
787609,1,2.2682,0.6364,0.6988,2.3424,1.6006,1.2610,2.3151,1.7217,2.1940,1.1868,1.9598,0.6285,0.6285,0.6246,0.6676,0.6324,0.6637,0.6285,0.6403,0.6481,0.6559,0.6598,0.6676,1.4250,1.5460,1.4445,0.9760,1.4406,1.8036,1.0189,2.1238
789397,1,2.2253,0.6754,0.8394,2.1980,1.9286,1.9286,1.0931,2.1784,1.8661,1.5108,1.6358,0.6520,0.6364,0.6520,0.6403,0.6364,0.6442,0.6598,0.7066,0.6364,0.6442,0.6676,0.6598,0.8276,1.7256,1.3898,0.7222,1.8505,1.2493,0.7418,1.9403
846749,2,2.3112,0.6481,0.6442,0.6285,0.6403,0.6715,0.6403,0.6481,0.6520,0.6754,0.6520,2.6664,3.0061,2.3385,1.9754,1.2766,1.6084,2.3932,0.6793,0.6324,0.6988,0.6598,0.6832,0.6520,0.7613,0.6715,0.6246,0.6598,0.6598,0.6285,0.8003
848538,2,2.2682,0.6559,0.6598,0.6637,0.6598,0.6285,0.6285,0.6442,0.6403,0.6598,0.6481,1.7100,1.6592,1.6202,0.8589,1.8895,2.3190,1.2063,0.6403,0.7886,0.6559,0.6520,0.6559,0.6559,0.6403,0.6520,0.6403,0.6481,0.6598,0.6598,0.6403
850324,2,2.2292,0.6598,0.6793,0.6559,0.6285,0.6364,0.6598,0.6559,0.6637,0.6403,0.6246,1.4132,1.4952,1.4328,1.5655,2.6235,1.9403,1.0658,0.6324,0.6520,0.6520,0.6481,0.6559,0.6285,0.6676,0.6364,0.6637,0.6715,0.6442,0.6637,0.6246
902676,1,2.3034,0.6754,2.2838,1.3391,1.8661,2.1745,1.4132,1.2220,2.2760,1.2063,2.5844,0.6442,1.0307,0.6207,0.6598,0.6246,0.6520,0.6520,0.6715,0.6324,0.6715,0.8862,1.3352,1.4015,1.3547,1.0502,1.0931,1.9325,1.7607,0.6832,1.3859
904465,1,2.2643,0.6676,1.5772,1.6826,1.2259,2.2995,1.5889,1.3391,2.3073,1.1439,2.8031,0.6246,0.6246,0.6207,0.6559,0.6207,0.6481,0.6559,0.6793,0.6403,0.6403,0.6988,1.0424,0.6988,1.2180,1.8700,1.4172,0.9565,1.8583,1.2298,1.3039
906251,1,2.2214,0.6559,1.6709,1.5655,2.1394,1.2298,1.7334,2.0730,2.3814,1.1478,2.3697,0.6403,0.6715,0.6520,0.6246,0.6598,0.6285,0.6442,0.6715,0.6715,0.9487,1.1946,1.2415,0.7105,0.7574,1.2102,1.9208,1.2571,0.9018,1.9012,1.2844
963606,2,2.3034,0.6754,0.6481,0.6324,0.6246,0.6520,0.6754,0.6403,0.6246,0.6520,0.6207,2.3892,3.0685,2.8148,2.0457,1.5655,1.2063,2.3892,1.1985,0.6442,0.6676,0.6559,0.6403,0.6754,0.9370,0.6520,0.6481,0.6793,0.6481,0.6715,0.6246
965391,2,2.2682,0.6168,0.6871,0.6324,0.6598,0.6715,0.6403,0.6246,0.6246,0.6403,0.6324,3.1193,1.5069,1.4913,2.1823,2.5454,2.0691,1.2766,0.8628,0.6637,0.6559,0.7964,0.6715,0.7769,0.6559,0.6754,0.6754,0.6754,0.6285,0.6754,0.6559
967179,2,2.2253,0.6481,0.6246,0.6246,0.6324,0.6520,0.6754,0.6520,0.6285,0.6246,0.6246,0.6520,2.2487,2.3658,1.9832,1.3976,1.0736,1.6045,1.8661,0.6754,0.6324,0.6481,0.6481,0.6637,0.6481,0.6520,0.6481,0.6324,0.6754,0.6324,0.6559
1019531,1,2.3034,0.6754,2.2331,1.1400,2.1784,1.7021,1.2102,2.1940,0.9994,2.2956,1.8583,0.6988,0.6168,0.6481,0.6442,0.6246,0.6481,0.6637,0.6324,0.6442,0.6559,0.6637,0.6676,0.6832,0.7027,1.3547,1.9052,2.0106,2.0652,1.6397,1.0228
1021318,1,2.2604,0.6559,1.7295,1.8232,1.5538,2.0652,1.2571,2.3502,1.8154,1.4093,2.9280,0.6207,0.6285,0.6207,0.6715,0.6324,0.6637,0.6285,0.6481,0.6715,0.6949,1.0150,1.3039,1.4913,1.3274,1.3274,1.0424,0.9682,1.7958,1.7021,1.0970
1023108,1,2.2253,0.9370,1.2024,2.3502,1.3352,2.1472,1.7724,1.4991,1.1009,2.1316,2.2682,0.6676,0.6442,0.6442,0.6207,0.6598,0.6285,0.6598,0.6715,0.6598,0.6442,0.6481,0.6754,0.6715,0.9682,1.4601,1.9052,1.8115,1.1751,1.0111,1.9169
1080461,2,2.3112,0.6481,0.6832,0.6676,0.6442,0.6285,0.6520,0.6442,0.6676,0.6754,0.6754,2.1980,1.9949,1.9286,1.4562,1.2571,1.3352,2.1745,1.6163,0.6754,0.6285,0.6598,0.6403,0.6598,0.6481,0.6442,0.6481,0.8394,0.6442,0.6285,0.6754
1082250,2,2.2643,0.6129,0.6285,0.6246,0.6285,0.6520,0.6676,0.6637,0.6442,0.6403,0.6481,2.6703,1.9481,1.5733,1.7568,2.2214,2.5493,2.1160,1.1790,0.6442,0.9682,0.6637,0.6324,0.6520,0.6403,0.6364,0.6520,0.6598,0.6520,0.6285,0.6715
1084036,2,2.2253,0.6520,0.6793,0.6520,0.6520,0.6637,0.6754,0.6481,0.6754,0.6598,0.6754,3.0764,1.9715,2.0574,1.6436,1.3547,1.3625,0.9682,1.7021,0.6715,0.6598,0.6520,0.8120,0.6754,0.6285,0.6559,0.6442,0.6442,0.6481,0.6442,0.6324
1141391,1,2.3151,0.8784,1.3391,2.0028,1.5616,1.9052,1.2220,2.0262,1.2337,1.6553,0.6168,0.6324,0.6481,0.6403,0.6207,0.6715,0.6324,0.6754,0.7222,0.6403,0.6520,0.7261,0.6871,0.6949,0.7886,0.7027,0.9096,1.4328,1.9169,1.7919,1.2532
1143177,1,2.2682,0.6364,1.1946,1.9793,1.6592,1.9052,1.5187,1.9949,1.5030,1.5108,2.8929,0.6520,0.6324,0.6324,0.6246,0.6598,0.6324,0.6715,0.6364,0.6442,0.6793,0.7730,1.2961,1.2883,1.4328,1.7256,1.1361,0.9135,0.9994,1.5772,2.0535
1144966,1,2.2331,0.9057,1.3703,1.9793,1.9715,1.5460,1.9364,1.5108,1.5538,1.3703,0.6481,0.6598,3.5565,0.6246,0.6520,0.6481,0.6285,0.6520,0.6754,0.6364,0.6559,1.3547,1.2727,1.3508,1.5655,1.7919,1.9793,1.7451,1.2259,0.9994,1.3274
1197318,2,2.3073,0.6442,0.6832,0.6754,0.6598,0.6442,0.6285,0.6207,0.6285,0.6676,1.5030,3.1622,1.3508,1.5187,1.5850,1.9637,2.2838,2.1862,1.9442,0.6832,0.6324,0.7222,0.6754,0.6285,0.6559,0.6403,0.6520,0.6364,0.6559,0.6285,0.6715
1199104,2,2.2643,0.6364,0.6598,0.6598,0.6676,0.6754,0.6559,0.6442,0.6715,0.6481,1.1712,1.1517,2.4439,2.5571,2.4595,2.5649,2.0613,1.6982,1.0502,0.6403,0.9292,0.6637,0.6403,0.6364,0.6754,0.6246,0.6442,0.6403,0.6481,0.6481,0.6442
1200892,2,2.2214,0.6246,0.6559,0.6442,0.6520,0.6559,0.6676,0.6754,0.6520,0.6520,1.0111,1.6826,1.6982,1.4562,1.4601,1.2180,1.0268,1.4054,2.0457,0.7847,0.6637,0.6481,0.7496,0.6637,0.6403,0.6598,0.6520,0.6324,0.6637,0.6520,0.6559
1258246,1,2.3073,0.6559,2.1980,1.5030,1.5967,1.9481,1.1790,2.3541,1.2063,1.7763,2.0964,0.6637,0.6168,0.6168,0.6754,0.6364,0.6285,0.6481,0.9018,0.6364,0.6598,1.0541,1.6514,1.6202,1.6670,1.7880,1.9364,2.0730,1.7021,1.3274,0.7925
1260035,1,2.2682,0.6676,1.6163,2.3307,1.0424,2.0145,1.6436,1.6436,2.3736,1.2532,0.6598,0.6168,0.6285,0.6246,0.6168,0.6754,0.6364,0.8472,0.6403,0.6715,1.1126,0.6520,0.6559,0.7379,0.7613,1.1048,0.8550,1.2063,0.8159,0.9213,1.3703
1261820,1,2.2292,0.8862,1.8232,2.1160,0.9213,2.1745,1.2259,1.7919,1.9520,1.0697,0.6481,0.6364,0.6442,0.6520,0.6364,0.6246,0.6559,0.6364,0.7535,0.6364,0.6598,1.3196,1.5382,1.2961,1.2688,1.1985,1.2610,1.3586,1.5967,1.0072,1.0268
1314177,2,2.3073,0.6754,0.6403,0.6442,0.6403,0.6364,0.6285,0.6207,0.6442,0.6520,0.6715,1.8427,2.1628,2.5884,2.6040,2.3971,2.5025,2.0652,1.2298,0.6559,0.6285,0.6637,0.6715,0.6285,0.6442,0.6481,0.6324,0.6676,0.7144,0.6715,0.6207
1315963,2,2.2604,0.6246,0.6559,0.6324,0.6403,0.6481,0.6481,0.6520,0.6324,0.6403,0.6715,2.7523,1.2883,1.9637,1.3547,1.3781,1.3274,0.8276,0.8706,0.6403,0.6481,0.6637,0.6442,0.7925,0.6637,0.6637,0.6871,0.6715,0.6285,0.6598,0.6246
1317753,2,2.2253,0.6324,0.6285,0.6364,0.6364,0.6324,0.6285,0.6285,0.6598,0.6754,0.6676,2.6860,1.7100,1.3703,1.5928,1.5226,1.2141,1.2415,0.8784,0.6285,0.8667,0.6598,0.6676,0.6285,0.6481,0.6598,0.6364,0.6676,0.6285,0.6559,0.6364
1375107,1,2.3112,0.6403,2.1043,0.9331,2.0613,1.7724,1.3274,2.3073,1.2766,1.2298,2.2331,0.6481,0.6324,0.6520,0.6364,0.6246,0.6520,0.6481,0.8003,0.6403,0.7496,1.2532,0.7691,0.6832,0.6754,1.0228,0.8394,0.9213,1.1556,2.1355,1.7919
1376892,1,2.2682,0.6676,1.6943,2.3034,1.2220,1.6084,2.3619,1.1712,1.7802,2.3112,2.7992,0.6364,0.6168,0.6246,0.6246,0.6598,0.6481,0.6324,0.6715,0.6442,0.6598,1.2766,1.3820,0.9409,0.6676,0.7027,0.7222,0.7886,0.7613,0.8940,0.7964
1378681,1,2.2292,0.6481,1.8544,1.4991,1.7295,2.3658,1.0346,1.9247,1.9520,1.2649,0.6871,0.6207,0.6442,0.6715,0.6481,0.6324,0.6246,0.6637,0.6364,0.6715,0.7222,0.6520,0.9565,1.7139,1.5265,1.4406,1.2649,1.1868,1.2688,1.3586,1.5148
1431034,2,2.3034,0.6598,0.6520,0.6559,0.6598,0.6520,0.6520,0.6442,0.6715,0.6637,0.6442,1.6982,2.6586,2.6430,2.5064,2.2409,2.1745,2.2916,2.4595,0.8433,0.6754,0.6442,0.6481,0.6520,0.6481,0.7457,0.6715,0.6246,0.6520,0.6403,0.6520
1432824,2,2.2604,0.6754,0.6324,0.6403,0.6403,0.6403,0.6403,0.6403,0.6754,0.6637,0.6442,2.3229,2.5025,2.3385,2.4322,2.6157,1.6319,1.8193,2.1706,1.3508,0.6520,0.6676,0.6324,0.6403,0.6715,0.6324,0.6520,0.6520,0.7574,0.6715,0.6246
1434611,2,2.2214,0.6598,0.6754,0.6637,0.6598,0.6520,0.6520,0.6520,0.6324,0.6520,0.6559,1.5889,2.2565,1.3156,1.3703,1.3235,1.6045,1.2922,1.1244,0.6520,0.6285,0.8745,0.6559,0.6676,0.6246,0.6520,0.6559,0.6403,0.7300,0.6754,0.6246
1491968,1,2.3073,0.6598,1.5382,2.1862,2.2136,1.0033,1.9988,1.9793,1.1478,1.4835,2.0691,0.7652,0.6246,0.6324,0.6246,0.6246,0.6637,0.6403,0.8823,0.6481,0.8667,0.6754,0.6676,1.1400,1.8232,1.7178,1.5616,1.4132,1.2961,1.3000,1.3664
1493753,1,2.2643,0.6754,1.6358,2.2877,1.8739,1.1048,2.0418,1.9715,1.0268,1.2844,0.9135,0.6754,0.6364,0.6598,0.6481,0.6364,0.6246,0.6637,0.6481,0.6403,0.9643,0.6598,0.6637,1.0268,1.7256,1.5694,1.3235,1.0502,0.9448,0.8628,0.9135
1495542,1,2.2253,1.0228,0.8628,1.7997,2.3073,1.7490,1.1478,2.1160,1.9871,1.5265,2.4908,0.6168,0.6676,0.6364,0.6481,0.6676,0.6442,0.6285,0.6871,0.6364,1.0619,0.9174,0.6715,1.1907,1.7334,1.4757,1.0463,0.7340,0.9448,1.0385,1.2610
1552896,2,2.3151,0.6520,0.6715,0.6676,0.6637,0.6637,0.6637,0.6598,0.6520,0.6481,0.6285,2.0418,2.2682,2.2448,1.8661,1.4211,1.2180,1.3156,1.5148,1.5265,0.6637,0.6598,0.6559,0.6246,0.6559,0.6715,0.6246,0.6598,0.6364,0.6598,0.6715
1554681,2,2.2760,0.6168,0.6637,0.6754,0.6246,0.6246,0.6207,0.6207,0.6520,0.6754,0.6520,2.3580,1.8076,1.6514,1.8036,2.3073,2.5376,2.3424,1.8544,1.1673,0.6715,0.6442,0.6246,0.6754,0.6715,0.6285,0.6676,0.6754,0.6246,0.6520,0.6403
1556469,2,2.2292,0.6285,0.7496,0.6246,0.6324,0.6403,0.6481,0.6520,0.6481,0.6324,0.6364,2.2838,2.6860,1.3078,1.1595,1.3742,1.5811,1.6670,1.2688,0.6754,0.6520,0.6324,0.7886,0.6481,0.6754,0.6285,0.6520,0.6715,0.6246,0.6442,0.6403
1608822,1,2.3034,0.6559,2.2370,2.0184,1.2376,1.2024,2.0652,2.1199,1.2376,1.2298,2.0223,0.6559,0.6715,0.6364,0.6598,0.6715,0.6481,0.6324,0.7457,0.6442,1.2844,0.6520,0.7418,1.6163,1.0736,0.6793,1.0619,1.4250,1.9052,1.9598,2.1472
1610611,1,2.2643,0.6793,1.9832,2.3775,1.6787,1.2141,1.7412,2.2916,2.0574,1.5499,2.8772,0.6559,0.6246,0.6364,0.6324,0.6285,0.6246,0.6520,0.6520,0.7222,0.6871,1.3000,0.6637,1.1712,1.7334,1.3352,0.8706,0.7808,1.2493,1.5499,1.7880
1612397,1,2.2253,0.6324,1.8388,1.5030,0.9370,1.7373,2.2682,1.8739,1.4132,1.0268,0.6754,0.6559,0.6246,0.6442,0.6364,0.6324,0.6285,0.7379,0.6715,0.6364,0.9174,0.7183,0.6988,1.7021,1.0307,0.8511,1.2805,1.7724,2.0301,1.8817,1.6358
1669754,2,2.3151,0.6715,0.6324,0.6481,0.6559,0.6754,0.6754,0.6754,0.6676,0.6520,0.6168,1.8973,2.3502,2.4986,2.4790,2.7445,2.1901,1.9949,2.1199,2.2331,0.8550,0.6598,0.6676,0.6285,0.6481,0.6715,0.6364,0.6324,0.6754,0.6246,0.6598
1671540,2,2.2721,0.6598,0.6559,0.6715,0.6637,0.6520,0.6324,0.6207,0.6598,0.6715,0.6715,2.4166,2.1628,1.8115,2.3775,2.3736,2.5610,2.2916,2.2721,2.0301,0.8862,0.6598,0.6754,0.6754,0.6364,0.7066,0.6637,0.6403,0.7144,0.6715,0.6246
1673330,2,2.2292,0.6324,0.9057,0.6246,0.6364,0.6481,0.6559,0.6754,0.6403,0.6403,0.6403,2.0028,1.5967,1.2649,1.3078,2.0652,2.4400,2.1706,2.0964,1.9793,0.6598,0.6637,0.6676,0.6364,0.6871,0.6559,0.6676,0.6246,0.6442,0.6715,0.6246
1725683,1,2.3034,0.6403,2.1511,2.4010,1.8310,1.1126,1.4250,2.0808,2.3307,2.4010,2.3619,0.6324,0.6285,0.6481,0.6481,0.6403,0.6364,0.6285,0.6559,0.6481,1.1283,0.6559,1.3781,0.9018,0.6676,1.3430,0.8628,1.1790,1.5694,1.7100,2.1121
1727470,1,2.2604,0.6364,2.3619,2.1589,1.5499,1.0853,1.6475,2.1784,1.2766,1.4835,1.2298,0.6559,1.0150,0.6403,0.6403,0.6403,0.6364,0.6246,0.6871,0.6481,1.0033,0.6481,1.5772,0.6793,0.8276,1.6982,1.6982,1.1790,0.8316,1.1165,1.6084
1729259,1,2.2253,0.9096,0.6598,1.4757,1.9832,2.2760,2.1901,1.5616,1.0307,1.2571,0.6715,0.6364,0.6090,0.6285,0.6324,0.6324,0.6285,0.6403,0.6754,0.6481,1.1985,0.6598,1.5148,0.6520,1.2024,1.8427,1.1673,0.8042,1.6202,2.1784,2.0379
1781612,2,2.3034,0.6520,0.6676,0.6637,0.6520,0.6559,0.6285,0.6949,0.6246,0.6285,0.6715,2.8851,2.2760,2.5454,2.4127,1.7060,1.0853,1.1712,1.0385,0.7730,0.6285,0.6285,0.6442,0.6598,0.6559,0.6246,0.6676,0.6715,0.6246,0.6559,0.6637
1783402,2,2.2565,0.6090,0.7027,0.6324,0.6285,0.6364,0.6520,0.6676,0.6324,0.6246,0.6285,2.9124,2.5259,1.4328,1.6631,2.2253,2.2292,2.5844,2.4244,1.7529,0.7418,0.6637,0.6715,0.6520,0.6246,0.6481,0.6637,0.6442,0.6676,0.6598,0.6442
1785188,2,2.2175,0.6285,0.6949,0.6246,0.6285,0.6442,0.6676,0.6754,0.6520,0.6442,0.6285,2.1901,2.5805,1.9130,2.6430,2.4400,1.4835,0.9682,1.0150,0.8472,0.6403,0.6324,0.6246,0.6637,0.6520,0.6676,0.6324,0.7535,0.6637,0.6715,0.6403
1842544,1,2.3073,0.6754,1.8817,2.1862,2.3190,2.1082,1.4913,1.2024,1.0970,1.1829,2.4556,0.6403,0.6285,0.6520,0.6559,0.6598,0.6520,0.6403,0.6324,0.9018,0.6481,1.4054,0.6481,1.4952,1.2766,0.7027,1.4172,1.9988,1.5928,0.9174,0.7730
1844331,1,2.2682,0.6832,0.9760,1.0150,1.3781,1.8115,2.1745,1.1751,1.9130,2.1706,1.7334,0.6324,0.6442,0.6676,0.6598,0.6520,0.6598,0.6637,0.6364,0.9955,0.6871,1.0072,0.7730,1.5694,1.4757,1.5772,0.8237,1.2102,2.1199,1.9247,1.4015
1846121,1,2.2253,0.6676,1.2454,1.4835,1.7841,2.1394,2.3112,2.3932,1.7568,1.7060,1.4640,0.6168,0.6715,0.6168,0.6168,0.6246,0.6246,0.8667,0.6715,0.6403,1.2337,0.6793,1.3937,0.6871,1.9403,1.3781,0.7652,1.9169,2.0184,1.5304,0.9096
